,EN,DATA,ERR-S
6175,3532700.0,3.9874,0.059699
6176,3534600.0,3.97,0.060296
6177,3536500.0,3.8764,0.059253
6178,3538400.0,3.8643,0.059289
6179,3540300.0,3.2623,0.059131
6180,3542200.0,3.235,0.058711
6181,3544100.0,3.5725,0.059757
6182,3546000.0,3.7438,0.05969
6183,3548000.0,4.2673,0.060464
6184,3549900.0,4.3107,0.06065
6185,3551800.0,4.0382,0.060477
6186,3553700.0,3.9636,0.060153
6187,3555600.0,3.9849,0.059861
6188,3557500.0,3.7044,0.060303
6189,3559500.0,3.6165,0.060064
6190,3561400.0,3.506,0.059732
6191,3563300.0,3.1757,0.058915
6192,3565200.0,2.8378,0.058123
6193,3567200.0,3.0882,0.058471
6194,3569100.0,3.2627,0.059338
6195,3571000.0,3.8956,0.060167
6196,3572900.0,3.9195,0.060572
6197,3574900.0,3.3049,0.058864
6198,3576800.0,4.1586,0.060973
6199,3578800.0,4.3519,0.060553
6200,3580700.0,4.1542,0.060699
6201,3582600.0,3.7139,0.059031
6202,3584600.0,3.8263,0.060451
6203,3586500.0,3.7418,0.059666
6204,3588500.0,3.3321,0.059295
6205,3590400.0,3.9053,0.059485
6206,3592400.0,4.3056,0.060084
6207,3594300.0,3.8164,0.059084
6208,3596300.0,3.6472,0.059364
6209,3598200.0,4.0576,0.059786
6210,3600200.0,4.1478,0.059756
6211,3602100.0,3.9067,0.060393
6212,3604100.0,3.8227,0.059835
6213,3606000.0,3.6672,0.059296
6214,3608000.0,3.4009,0.058654
6215,3610000.0,3.4211,0.058705
6216,3611900.0,3.7005,0.059251
6217,3613900.0,3.9337,0.059892
6218,3615900.0,4.0142,0.060047
6219,3617800.0,4.1489,0.058778
6220,3619800.0,3.8091,0.059756
6221,3621800.0,3.657,0.058829
6222,3623700.0,3.3102,0.058756
6223,3625700.0,3.912,0.059173
6224,3627700.0,3.8925,0.059376
6225,3629700.0,3.8814,0.05946
6226,3631600.0,3.5916,0.058727
6227,3633600.0,3.6777,0.058948
6228,3635600.0,3.6974,0.059092
6229,3637600.0,3.4881,0.05829
6230,3639600.0,3.4827,0.058683
6231,3641600.0,4.1496,0.059318
6232,3643600.0,4.3537,0.060832
6233,3645600.0,4.0544,0.059494
6234,3647500.0,3.9678,0.05998
6235,3649500.0,4.0214,0.059194
6236,3651500.0,3.6672,0.058937
6237,3653500.0,3.8828,0.058913
6238,3655500.0,3.8629,0.059158
6239,3657500.0,4.1399,0.059619
6240,3659500.0,4.1141,0.060219
6241,3661500.0,4.5664,0.059994
6242,3663500.0,4.4152,0.059878
6243,3665600.0,3.9961,0.059869
6244,3667600.0,3.8878,0.059558
6245,3669600.0,4.0289,0.059559
6246,3671600.0,3.78,0.059628
6247,3673600.0,3.8776,0.059482
6248,3675600.0,4.2273,0.060156
6249,3677600.0,4.0748,0.059644
6250,3679700.0,3.7997,0.059693
6251,3681700.0,3.6464,0.058611
6252,3683700.0,3.4376,0.059217
6253,3685700.0,3.7511,0.059244
6254,3687800.0,4.1345,0.060465
6255,3689800.0,4.3696,0.060043
6256,3691800.0,4.3102,0.060676
6257,3693800.0,4.3059,0.059871
6258,3695900.0,4.1961,0.060809
6259,3697900.0,3.7832,0.058944
6260,3699900.0,3.6735,0.059293
6261,3702000.0,3.5891,0.059022
6262,3704000.0,3.2066,0.058706
6263,3706100.0,3.1691,0.057988
6264,3708100.0,3.5059,0.059147
6265,3710200.0,3.966,0.0595
6266,3712200.0,3.882,0.059829
6267,3714200.0,3.8902,0.059389
6268,3716300.0,3.8555,0.059947
6269,3718300.0,3.6016,0.058977
6270,3720400.0,3.4496,0.059038
6271,3722500.0,3.5907,0.059165
6272,3724500.0,3.8036,0.059736
6273,3726600.0,3.6765,0.059037
6274,3728600.0,3.6974,0.058897
6275,3730700.0,3.9175,0.060553
6276,3732800.0,4.0144,0.060072
6277,3734800.0,3.8075,0.059465
6278,3736900.0,3.9773,0.059796
6279,3739000.0,3.7648,0.059436
6280,3741000.0,3.3908,0.058113
6281,3743100.0,3.0291,0.058046
6282,3745200.0,2.795,0.057023
6283,3747200.0,2.9543,0.05675
6284,3749300.0,3.5376,0.057787
6285,3751400.0,3.8773,0.057343
6286,3753500.0,4.2157,0.057641
6287,3755600.0,3.8569,0.056184
6288,3757700.0,3.9365,0.055313
6289,3759700.0,4.3299,0.055027
6290,3761800.0,4.6263,0.053835
6291,3763900.0,4.2972,0.051118
6292,3766000.0,3.8956,0.049919
6293,3768100.0,3.0691,0.048089
6294,3770200.0,2.7931,0.048475
6295,3772300.0,2.9745,0.049797
6296,3774400.0,3.3695,0.053099
6297,3776500.0,3.3008,0.053456
6298,3778600.0,3.2148,0.055774
6299,3780700.0,3.1478,0.055267
6300,3782800.0,3.2352,0.056748
6301,3784900.0,3.3831,0.057618
6302,3787000.0,3.5411,0.058712
6303,3789100.0,3.804,0.059179
6304,3791200.0,4.438,0.060634
6305,3793300.0,4.4515,0.060564
6306,3795500.0,4.8907,0.061823
6307,3797600.0,4.2347,0.061434
6308,3799700.0,3.9329,0.061267
6309,3801800.0,4.0367,0.061287
6310,3803900.0,3.6861,0.060764
6311,3806100.0,3.5468,0.060474
6312,3808200.0,3.8429,0.061213
6313,3810300.0,3.636,0.060871
6314,3812500.0,3.3222,0.060562
6315,3814600.0,3.1999,0.060104
6316,3816700.0,3.2603,0.06091
6317,3818900.0,3.4458,0.061132
6318,3821000.0,3.6641,0.06136
6319,3823100.0,3.7144,0.061176
6320,3825300.0,3.3357,0.060866
6321,3827400.0,3.674,0.06155
6322,3829600.0,3.7267,0.061674
6323,3831700.0,4.1083,0.062103
6324,3833900.0,4.5794,0.063083
6325,3836000.0,4.6843,0.063565
6326,3838200.0,3.9641,0.062311
6327,3840300.0,3.845,0.061863
6328,3842500.0,3.6748,0.061588
6329,3844600.0,3.4808,0.060915
6330,3846800.0,3.5516,0.061768
6331,3848900.0,3.6628,0.061488
6332,3851100.0,3.7544,0.062364
6333,3853300.0,3.6911,0.061783
6334,3855400.0,3.8118,0.06253
6335,3857600.0,3.7857,0.062168
6336,3859800.0,3.9209,0.063
6337,3861900.0,3.8934,0.062357
6338,3864100.0,4.1491,0.063291
6339,3866300.0,4.1527,0.063966
6340,3868500.0,4.1133,0.063263
6341,3870600.0,3.6214,0.062308
6342,3872800.0,3.6908,0.062441
6343,3875000.0,3.7839,0.062349
6344,3877200.0,3.6405,0.062266
6345,3879400.0,3.4126,0.062112
6346,3881600.0,3.7997,0.063231
6347,3883800.0,4.0999,0.063011
6348,3886000.0,3.9674,0.063439
6349,3888100.0,3.8269,0.063175
6350,3890300.0,3.9952,0.063655
6351,3892500.0,4.0335,0.063235
6352,3894700.0,3.9114,0.063609
6353,3896900.0,3.6411,0.06257
6354,3899100.0,3.3577,0.062029
6355,3901300.0,3.3448,0.062063
6356,3903600.0,3.4383,0.062346
6357,3905800.0,3.3421,0.062312
6358,3908000.0,3.4835,0.063326
6359,3910200.0,3.7337,0.062861
6360,3912400.0,3.7428,0.06292
6361,3914600.0,3.8198,0.062943
6362,3916800.0,3.8058,0.064311
6363,3919100.0,3.6406,0.062929
6364,3921300.0,3.9029,0.063901
6365,3923500.0,3.9652,0.063916
6366,3925700.0,3.7262,0.06359
6367,3928000.0,3.4766,0.06291
6368,3930200.0,3.5216,0.063282
6369,3932400.0,3.7884,0.062842
6370,3934600.0,3.8244,0.063207
6371,3936900.0,3.7713,0.064353
6372,3939100.0,4.5377,0.065203
6373,3941400.0,4.5012,0.065047
6374,3943600.0,4.3653,0.06502
6375,3945800.0,4.2485,0.064375
6376,3948100.0,3.9167,0.064053
6377,3950300.0,3.3121,0.063227
6378,3952600.0,3.2878,0.063161
6379,3954800.0,3.3748,0.062882
6380,3957100.0,3.9745,0.064801
6381,3959300.0,3.6241,0.063816
6382,3961600.0,3.6641,0.063872
6383,3963900.0,3.56,0.063566
6384,3966100.0,3.8357,0.063998
6385,3968400.0,3.7432,0.063303
6386,3970600.0,3.5797,0.063828
6387,3972900.0,3.7045,0.064089
6388,3975200.0,3.5059,0.063582
6389,3977400.0,3.4846,0.063442
6390,3979700.0,3.7397,0.063687
6391,3982000.0,3.6727,0.063524
6392,3984300.0,3.4948,0.06364
6393,3986500.0,3.7618,0.063828
6394,3988800.0,3.7153,0.064727
6395,3991100.0,3.506,0.063345
6396,3993400.0,2.9118,0.062915
6397,3995700.0,3.2398,0.063105
6398,3998000.0,3.6668,0.064407
6399,4000300.0,3.8945,0.064178
6400,4002500.0,3.5355,0.064479
6401,4004800.0,3.5076,0.064267
6402,4007100.0,3.279,0.064213
6403,4009400.0,2.771,0.063541
6404,4011700.0,3.198,0.064342
6405,4014000.0,3.8057,0.065292
6406,4016300.0,4.261,0.066353
6407,4018600.0,4.443,0.067183
6408,4021000.0,4.1399,0.066636
6409,4023300.0,3.87,0.066382
6410,4025600.0,3.5979,0.065703
6411,4027900.0,3.5031,0.065448
6412,4030200.0,3.8116,0.067086
6413,4032500.0,3.6202,0.065676
6414,4034800.0,3.8531,0.066504
6415,4037200.0,3.9908,0.067536
6416,4039500.0,4.0682,0.068155
6417,4041800.0,3.9759,0.068215
6418,4044100.0,4.5264,0.069868
6419,4046500.0,4.3226,0.068567
6420,4048800.0,4.3877,0.069216
6421,4051100.0,4.2845,0.069589
6422,4053500.0,4.1304,0.069095
6423,4055800.0,3.7447,0.068012
6424,4058100.0,3.7622,0.069121
6425,4060500.0,3.8398,0.068458
6426,4062800.0,3.9745,0.069971
6427,4065200.0,4.0765,0.069162
6428,4067500.0,3.9582,0.069754
6429,4069900.0,3.8325,0.068861
6430,4072200.0,4.3267,0.070431
6431,4074600.0,4.0952,0.06887
6432,4076900.0,3.9163,0.069373
6433,4079300.0,3.8007,0.068601
6434,4081600.0,3.9878,0.069388
6435,4084000.0,3.8359,0.070163
6436,4086400.0,3.8206,0.069786
6437,4088700.0,3.7145,0.069299
6438,4091100.0,3.7004,0.069079
6439,4093500.0,3.8933,0.069361
6440,4095900.0,4.0299,0.069609
6441,4098200.0,4.2771,0.07092
6442,4100600.0,3.9986,0.06977
6443,4103000.0,3.95,0.06919
6444,4105400.0,3.9178,0.070338
6445,4107700.0,4.0465,0.070238
6446,4110100.0,4.345,0.070757
6447,4112500.0,4.2801,0.069968
6448,4114900.0,4.1054,0.070045
6449,4117300.0,4.0523,0.070577
6450,4119700.0,3.8788,0.069761
6451,4122100.0,3.5868,0.068585
6452,4124500.0,3.6074,0.068687
6453,4126900.0,3.6652,0.068781
6454,4129300.0,4.0745,0.070432
6455,4131700.0,4.2149,0.069424
6456,4134100.0,4.2569,0.070704
6457,4136500.0,4.1128,0.06914
6458,4138900.0,4.2115,0.0703
6459,4141300.0,4.309,0.068782
6460,4143700.0,4.3122,0.068858
6461,4146200.0,4.3215,0.068594
6462,4148600.0,4.0878,0.067774
6463,4151000.0,3.6663,0.066978
6464,4153400.0,3.9389,0.067197
6465,4155800.0,3.8644,0.066193
6466,4158300.0,4.2379,0.066563
6467,4160700.0,4.1574,0.06736
6468,4163100.0,4.1038,0.066233
6469,4165600.0,4.0251,0.065783
6470,4168000.0,3.9744,0.065264
6471,4170400.0,3.732,0.064934
6472,4172900.0,3.6661,0.064722
6473,4175300.0,3.4478,0.064641
6474,4177800.0,3.8318,0.064979
6475,4180200.0,3.892,0.064515
6476,4182700.0,4.1223,0.065438
6477,4185100.0,4.1048,0.065216
6478,4187600.0,3.6755,0.064481
6479,4190000.0,3.8758,0.064382
6480,4192500.0,3.8782,0.065295
6481,4194900.0,3.7601,0.06476
6482,4197400.0,3.6133,0.065403
6483,4199900.0,3.5369,0.064723
6484,4202300.0,3.5296,0.064393
6485,4204800.0,3.586,0.064678
6486,4207300.0,3.6211,0.065592
6487,4209700.0,3.3016,0.063938
6488,4212200.0,3.434,0.065591
6489,4214700.0,3.2916,0.064377
6490,4217200.0,3.1394,0.065516
6491,4219600.0,2.8865,0.063784
6492,4222100.0,2.8032,0.064596
6493,4224600.0,3.0833,0.064671
6494,4227100.0,3.68,0.066063
6495,4229600.0,3.4419,0.065599
6496,4232100.0,3.4628,0.066409
6497,4234600.0,3.6792,0.065998
6498,4237100.0,3.653,0.06638
6499,4239600.0,3.5079,0.067001
6500,4242100.0,3.5506,0.067084
6501,4244600.0,3.2557,0.066952
6502,4247100.0,3.1225,0.066384
6503,4249600.0,3.3428,0.066862
6504,4252100.0,3.6491,0.067099
6505,4254600.0,3.4863,0.06687
6506,4257100.0,3.5862,0.067206
6507,4259600.0,4.2524,0.06781
6508,4262200.0,4.6703,0.070128
6509,4264700.0,4.3623,0.068792
6510,4267200.0,4.4043,0.069383
6511,4269700.0,4.1454,0.068376
6512,4272200.0,3.7453,0.068011
6513,4274800.0,3.6823,0.067511
6514,4277300.0,4.2558,0.068874
6515,4279800.0,4.6686,0.069
6516,4282400.0,4.4083,0.068422
6517,4284900.0,4.5242,0.068615
6518,4287500.0,4.0525,0.067755
6519,4290000.0,3.6875,0.065991
6520,4292500.0,3.9361,0.066579
6521,4295100.0,3.895,0.065138
6522,4297600.0,3.8026,0.065695
6523,4300200.0,3.691,0.063703
6524,4302800.0,3.6387,0.063356
6525,4305300.0,3.711,0.062334
6526,4307900.0,3.9554,0.062538
6527,4310400.0,4.4183,0.062515
6528,4313000.0,4.0282,0.061976
6529,4315600.0,3.8399,0.060614
6530,4318100.0,3.7697,0.060397
6531,4320700.0,3.559,0.060997
6532,4323300.0,3.5612,0.059988
6533,4325800.0,3.7548,0.060128
6534,4328400.0,3.824,0.060657
6535,4331000.0,3.9085,0.060997
6536,4333600.0,4.0416,0.061271
6537,4336200.0,4.0954,0.061797
6538,4338800.0,4.1159,0.061994
6539,4341400.0,4.0825,0.061165
6540,4343900.0,4.1486,0.062465
6541,4346500.0,3.7688,0.061672
6542,4349100.0,3.7231,0.062062
6543,4351700.0,3.8547,0.062205
6544,4354300.0,3.5485,0.06162
6545,4356900.0,3.3656,0.062319
6546,4359500.0,3.5672,0.062719
6547,4362100.0,3.5978,0.062604
6548,4364800.0,3.604,0.063134
6549,4367400.0,3.9111,0.063576
6550,4370000.0,3.9798,0.063824
6551,4372600.0,3.9525,0.063634
6552,4375200.0,3.4164,0.063954
6553,4377800.0,3.637,0.063651
6554,4380500.0,4.0603,0.065661
6555,4383100.0,4.0869,0.064408
6556,4385700.0,3.9377,0.064683
6557,4388400.0,3.6263,0.063983
6558,4391000.0,3.4316,0.063999
6559,4393600.0,3.7373,0.064345
6560,4396300.0,3.6893,0.064801
6561,4398900.0,3.7917,0.064769
6562,4401500.0,3.5913,0.064933
6563,4404200.0,3.638,0.065672
6564,4406800.0,3.6425,0.06558
6565,4409500.0,3.73,0.065342
6566,4412100.0,3.4507,0.064809
6567,4414800.0,3.4856,0.065759
6568,4417500.0,3.307,0.065413
6569,4420100.0,3.2156,0.065375
6570,4422800.0,3.1854,0.065123
6571,4425400.0,3.1067,0.06427
6572,4428100.0,2.9902,0.064891
6573,4430800.0,3.1717,0.065394
6574,4433500.0,3.485,0.065723
6575,4436100.0,3.6057,0.065776
6576,4438800.0,3.4722,0.06599
6577,4441500.0,3.0176,0.065307
6578,4444200.0,3.1078,0.065456
6579,4446900.0,3.2053,0.065059
6580,4449500.0,3.3369,0.06577
6581,4452200.0,3.4198,0.065606
6582,4454900.0,3.5555,0.066344
6583,4457600.0,3.4704,0.066093
6584,4460300.0,3.3826,0.066808
6585,4463000.0,3.3506,0.067005
6586,4465700.0,3.5555,0.069058
6587,4468400.0,3.6644,0.068264
6588,4471100.0,3.9684,0.069435
6589,4473800.0,4.2891,0.070416
6590,4476500.0,4.3078,0.070657
6591,4479300.0,3.9033,0.06959
6592,4482000.0,4.0187,0.069945
6593,4484700.0,3.9554,0.069174
6594,4487400.0,3.8311,0.069048
6595,4490100.0,3.781,0.06986
6596,4492900.0,3.639,0.069254
6597,4495600.0,3.5747,0.069174
6598,4498300.0,3.8198,0.069229
6599,4501100.0,3.725,0.06929
6600,4503800.0,3.7087,0.069344
6601,4506500.0,3.8929,0.069725
6602,4509300.0,4.1603,0.070641
6603,4512000.0,3.882,0.069383
6604,4514800.0,3.7499,0.070352
6605,4517500.0,3.9875,0.069537
6606,4520300.0,4.3022,0.069756
6607,4523000.0,4.982,0.069522
6608,4525800.0,4.3571,0.065153
6609,4528500.0,2.9266,0.061512
6610,4531300.0,3.1157,0.0644
6611,4534100.0,3.3323,0.065816
6612,4536800.0,3.6299,0.067919
6613,4539600.0,3.9632,0.068389
6614,4542400.0,4.2285,0.069735
6615,4545100.0,4.1931,0.069322
6616,4547900.0,4.0099,0.069449
6617,4550700.0,4.0696,0.069256
6618,4553500.0,3.8103,0.070472
6619,4556300.0,3.8521,0.068891
6620,4559000.0,4.0485,0.070762
6621,4561800.0,3.9307,0.069609
6622,4564600.0,4.0416,0.070514
6623,4567400.0,4.0636,0.070383
6624,4570200.0,3.9207,0.070327
6625,4573000.0,3.8369,0.069843
6626,4575800.0,3.54,0.069797
6627,4578600.0,3.5608,0.070422
6628,4581400.0,3.2395,0.069576
6629,4584200.0,3.6403,0.069893
6630,4587100.0,3.7746,0.070031
6631,4589900.0,4.2972,0.07029
6632,4592700.0,4.5351,0.068363
6633,4595500.0,3.5197,0.06631
6634,4598300.0,3.666,0.069286
6635,4601200.0,3.929,0.070462
6636,4604000.0,3.6898,0.071132
6637,4606800.0,3.499,0.070727
6638,4609600.0,3.5069,0.070172
6639,4612500.0,3.9058,0.071107
6640,4615300.0,4.2203,0.071592
6641,4618200.0,3.9343,0.071017
6642,4621000.0,3.5195,0.070012
6643,4623900.0,3.5113,0.069667
6644,4626700.0,3.835,0.069185
6645,4629600.0,3.867,0.067343
6646,4632400.0,3.8749,0.068008
6647,4635300.0,3.6632,0.068652
6648,4638100.0,3.898,0.070906
6649,4641000.0,3.7924,0.070147
6650,4643900.0,3.6849,0.070888
6651,4646700.0,3.7423,0.070261
6652,4649600.0,3.8988,0.0719
6653,4652500.0,4.0119,0.071195
6654,4655300.0,3.9031,0.071795
6655,4658200.0,4.0483,0.071493
6656,4661100.0,4.0785,0.072033
6657,4664000.0,3.8982,0.071033
6658,4666900.0,3.5091,0.070588
6659,4669800.0,3.5975,0.071595
6660,4672700.0,3.452,0.071173
6661,4675500.0,3.4617,0.071059
6662,4678400.0,3.4925,0.071012
6663,4681300.0,3.3458,0.071
6664,4684200.0,3.7817,0.071586
6665,4687200.0,3.7501,0.072003
6666,4690100.0,3.4483,0.071246
6667,4693000.0,3.5788,0.070608
6668,4695900.0,3.7603,0.071976
6669,4698800.0,3.7657,0.071404
6670,4701700.0,3.9979,0.0718
6671,4704600.0,3.9695,0.071937
6672,4707600.0,4.2456,0.072896
6673,4710500.0,3.6682,0.07079
6674,4713400.0,3.6333,0.071769
6675,4716400.0,3.9098,0.071382
6676,4719300.0,3.9361,0.071963
6677,4722200.0,3.7207,0.071297
6678,4725200.0,3.9633,0.072135
6679,4728100.0,3.8835,0.071308
6680,4731100.0,4.0668,0.072556
6681,4734000.0,3.5746,0.070755
6682,4737000.0,3.4868,0.071917
6683,4739900.0,3.3793,0.0705
6684,4742900.0,3.289,0.071053
6685,4745800.0,3.5722,0.07114
6686,4748800.0,3.6713,0.072203
6687,4751800.0,3.4542,0.070998
6688,4754700.0,3.5165,0.071696
6689,4757700.0,3.3859,0.070546
6690,4760700.0,3.8502,0.071982
6691,4763700.0,3.6901,0.072525
6692,4766600.0,3.5517,0.071631
6693,4769600.0,3.8855,0.072951
6694,4772600.0,3.7169,0.071402
6695,4775600.0,3.9757,0.072922
6696,4778600.0,4.1663,0.07316
6697,4781600.0,3.7185,0.072408
6698,4784600.0,3.494,0.071862
6699,4787600.0,3.8329,0.071882
6700,4790600.0,3.9671,0.072452
6701,4793600.0,3.6396,0.071587
6702,4796600.0,3.8476,0.071722
6703,4799600.0,3.737,0.071326
6704,4802600.0,3.8964,0.071694
6705,4805600.0,4.1155,0.070765
6706,4808600.0,4.1739,0.07157
6707,4811700.0,3.9887,0.0695
6708,4814700.0,4.0681,0.070022
6709,4817700.0,4.1139,0.069751
6710,4820800.0,4.0506,0.069413
6711,4823800.0,4.0132,0.068597
6712,4826800.0,3.7856,0.068088
6713,4829900.0,3.8805,0.066866
6714,4832900.0,3.8234,0.067961
6715,4836000.0,3.657,0.066095
6716,4839000.0,3.7527,0.066653
6717,4842100.0,3.9796,0.067137
6718,4845100.0,3.6814,0.066971
6719,4848200.0,3.7615,0.06722
6720,4851200.0,3.9257,0.067947
6721,4854300.0,4.1158,0.068045
6722,4857300.0,4.244,0.06799
6723,4860400.0,4.0073,0.069376
6724,4863500.0,3.791,0.068984
6725,4866600.0,3.7031,0.069208
6726,4869600.0,3.7458,0.068996
6727,4872700.0,3.9085,0.069894
6728,4875800.0,3.864,0.06953
6729,4878900.0,3.7222,0.070065
6730,4882000.0,3.7789,0.070107
6731,4885100.0,3.7086,0.069878
6732,4888200.0,3.6442,0.070741
6733,4891300.0,3.6744,0.070149
6734,4894400.0,3.6353,0.070843
6735,4897500.0,3.6784,0.07086
6736,4900600.0,3.7748,0.071344
6737,4903700.0,3.7096,0.070708
6738,4906800.0,4.0075,0.072172
6739,4909900.0,3.5768,0.070981
6740,4913000.0,3.7024,0.071799
6741,4916100.0,3.8068,0.071338
6742,4919300.0,3.5262,0.071505
6743,4922400.0,3.8095,0.071308
6744,4925500.0,3.9637,0.072109
6745,4928700.0,3.8142,0.071609
6746,4931800.0,3.7338,0.072565
6747,4934900.0,3.7429,0.071901
6748,4938100.0,3.7958,0.072687
6749,4941200.0,3.7904,0.072765
6750,4944400.0,3.7168,0.07241
6751,4947500.0,3.6953,0.072418
6752,4950700.0,3.6245,0.072716
6753,4953800.0,3.725,0.072338
6754,4957000.0,3.621,0.071905
6755,4960200.0,3.7029,0.073118
6756,4963300.0,3.6252,0.073241
6757,4966500.0,3.7842,0.073189
6758,4969700.0,3.7761,0.073233
6759,4972800.0,3.645,0.073611
6760,4976000.0,3.5936,0.072649
6761,4979200.0,3.6693,0.073503
6762,4982400.0,4.0198,0.074116
6763,4985600.0,3.7917,0.073071
6764,4988800.0,3.8604,0.074486
6765,4992000.0,3.7366,0.073397
6766,4995200.0,3.7651,0.074112
6767,4998400.0,3.6415,0.073819
6768,5001600.0,3.5381,0.073638
6769,5004800.0,3.478,0.072601
6770,5008000.0,3.4649,0.073187
6771,5011200.0,3.6356,0.072697
6772,5014400.0,3.8723,0.073488
6773,5017600.0,3.5517,0.072745
6774,5020800.0,3.7202,0.073677
6775,5024100.0,3.75,0.072811
6776,5027300.0,3.9173,0.073805
6777,5030500.0,3.6533,0.072102
6778,5033800.0,4.0114,0.073551
6779,5037000.0,3.9189,0.072206
6780,5040200.0,3.831,0.072418
6781,5043500.0,4.0175,0.072248
6782,5046700.0,4.3651,0.07312
6783,5050000.0,4.4005,0.072968
6784,5053200.0,4.2275,0.072344
6785,5056500.0,4.3533,0.071975
6786,5059800.0,3.9326,0.071582
6787,5063000.0,4.0968,0.071788
6788,5066300.0,3.8223,0.071009
6789,5069600.0,3.8167,0.070772
6790,5072800.0,3.7684,0.070857
6791,5076100.0,3.95,0.071011
6792,5079400.0,3.8689,0.070588
6793,5082700.0,3.5959,0.069976
6794,5085900.0,3.655,0.070511
6795,5089200.0,3.67,0.069145
6796,5092500.0,3.6122,0.069641
6797,5095800.0,3.3024,0.068246
6798,5099100.0,3.5095,0.068387
6799,5102400.0,3.997,0.068814
6800,5105700.0,4.077,0.0692
6801,5109000.0,4.1353,0.067792
6802,5112300.0,4.1745,0.067088
6803,5115700.0,4.27,0.065645
6804,5119000.0,4.0346,0.063903
6805,5122300.0,3.802,0.062064
6806,5125600.0,3.2147,0.061735
6807,5128900.0,3.2383,0.061874
6808,5132300.0,3.4087,0.064198
6809,5135600.0,2.9826,0.064534
6810,5138900.0,3.4594,0.067377
6811,5142300.0,3.5483,0.06775
6812,5145600.0,3.6471,0.069421
6813,5149000.0,3.7684,0.070464
6814,5152300.0,4.0051,0.071874
6815,5155700.0,4.0415,0.071873
6816,5159000.0,3.617,0.071757
6817,5162400.0,3.8545,0.072201
6818,5165700.0,3.8003,0.072043
6819,5169100.0,3.6832,0.072949
6820,5172500.0,3.9989,0.07347
6821,5175900.0,4.2654,0.073933
6822,5179200.0,4.0828,0.073816
6823,5182600.0,3.7862,0.073438
6824,5186000.0,3.8373,0.073537
6825,5189400.0,3.7608,0.074041
6826,5192800.0,3.6591,0.073424
6827,5196200.0,3.4206,0.072656
6828,5199600.0,3.7108,0.074224
6829,5203000.0,4.0001,0.074557
6830,5206400.0,4.0289,0.074472
6831,5209800.0,3.7439,0.07375
6832,5213200.0,3.5771,0.073802
6833,5216600.0,3.6296,0.073713
6834,5220000.0,3.5356,0.073981
6835,5223400.0,3.6548,0.073802
6836,5226800.0,3.8573,0.074764
6837,5230300.0,3.8029,0.073896
6838,5233700.0,3.5552,0.07448
6839,5237100.0,3.6445,0.073924
6840,5240600.0,3.5919,0.074856
6841,5244000.0,3.6151,0.074705
6842,5247500.0,3.7706,0.075532
6843,5250900.0,3.619,0.07397
6844,5254300.0,3.6537,0.074806
6845,5257800.0,3.4888,0.074083
6846,5261300.0,3.4942,0.075721
6847,5264700.0,3.7737,0.075113
6848,5268200.0,4.1452,0.076145
6849,5271700.0,3.7285,0.075147
6850,5275100.0,3.4176,0.073958
6851,5278600.0,3.7804,0.075808
6852,5282100.0,3.8476,0.075991
6853,5285500.0,3.8822,0.075668
6854,5289000.0,4.0117,0.076343
6855,5292500.0,3.9379,0.076292
6856,5296000.0,3.7779,0.075673
6857,5299500.0,3.7591,0.075972
6858,5303000.0,3.6396,0.075829
6859,5306500.0,3.6366,0.075139
6860,5310000.0,3.8028,0.076806
6861,5313500.0,4.0261,0.075897
6862,5317000.0,4.2997,0.076984
6863,5320500.0,4.1187,0.076737
6864,5324100.0,4.005,0.076867
6865,5327600.0,4.0431,0.076217
6866,5331100.0,3.9207,0.07685
6867,5334600.0,3.9775,0.076431
6868,5338200.0,3.7174,0.076406
6869,5341700.0,3.704,0.07539
6870,5345300.0,3.8249,0.076433
6871,5348800.0,3.9465,0.076463
6872,5352300.0,3.6922,0.076307
6873,5355900.0,3.428,0.07457
6874,5359400.0,3.6095,0.076375
6875,5363000.0,4.1741,0.075913
6876,5366600.0,4.3106,0.075012
6877,5370100.0,3.6429,0.071571
6878,5373700.0,3.5518,0.073956
6879,5377300.0,3.5286,0.074718
6880,5380800.0,3.6735,0.076347
6881,5384400.0,3.783,0.07597
6882,5388000.0,3.9259,0.07696
6883,5391600.0,3.8703,0.07734
6884,5395200.0,3.8294,0.07688
6885,5398800.0,3.8347,0.076649
6886,5402400.0,3.7354,0.076539
6887,5406000.0,3.7875,0.076957
6888,5409600.0,3.608,0.076954
6889,5413200.0,3.4844,0.077136
6890,5416800.0,3.406,0.076083
6891,5420400.0,3.4907,0.075965
6892,5424000.0,3.9152,0.077873
6893,5427700.0,3.8028,0.076978
6894,5431300.0,3.8155,0.077375
6895,5434900.0,3.6242,0.076399
6896,5438500.0,4.0029,0.077759
6897,5442200.0,4.1338,0.077779
6898,5445800.0,4.0922,0.077981
6899,5449500.0,3.8944,0.077313
6900,5453100.0,3.801,0.077204
6901,5456800.0,3.8859,0.077422
6902,5460400.0,3.9206,0.078134
6903,5464100.0,3.9713,0.077272
6904,5467700.0,4.0053,0.077814
6905,5471400.0,3.9729,0.077068
6906,5475100.0,3.9479,0.078311
6907,5478700.0,3.8827,0.07747
6908,5482400.0,3.5902,0.077036
6909,5486100.0,3.8996,0.077524
6910,5489800.0,4.039,0.078003
6911,5493500.0,3.8508,0.077808
6912,5497200.0,3.8909,0.077878
6913,5500900.0,3.6872,0.077307
6914,5504600.0,3.6962,0.076646
